Diagram-ID,Image-Path,Category-of-Image,Modified-Alt-Text
66,images/page0162_img000.jpeg,Mechanics (Forces & Motion),"Two panels show a collision between two blocks on a frictionless surface, illustrating conservation of momentum and kinetic energy. In the top panel labeled before, a smaller block of mass m one moves to the right with velocity v one, and a larger block of mass m two moves to the right with velocity v two. The system of interest includes both blocks, and the net force is labeled net force equals zero. The total momentum is shown as momentum one plus momentum two equals total momentum. In the bottom panel labeled after, the blocks move with new velocities labeled v one prime and v two prime. The total momentum is shown as momentum one prime plus momentum two prime equals total momentum. A statement indicates an elastic collision, where kinetic energy one prime plus kinetic energy two prime equals kinetic energy one plus kinetic energy two, meaning total kinetic energy is conserved."
67,images/page0165_img000.jpeg,Mechanics (Forces & Motion),"Two panels show a collision on a frictionless ice surface involving a hockey puck and a goalie. In the left panel labeled before, a puck of mass m one moves to the right with velocity v one, while the goalie of mass m two is initially at rest with velocity equals zero. The system of interest includes both objects, and the net force is labeled net force equals zero. The total momentum is shown as momentum one equals total momentum. In the right panel labeled after, the puck and goalie move together to the right with a shared velocity labeled v prime, indicating they stick together after the collision. The total momentum is shown as momentum one prime plus momentum two prime equals total momentum, while the internal kinetic energy is labeled kinetic energy internal after is less than kinetic energy internal before, indicating an inelastic collision where kinetic energy is not conserved."
68,images/page0165_img001.jpeg,Mechanics (Forces & Motion),"Two panels show a head-on collision between two identical blocks on a frictionless surface. In the left panel labeled before, two blocks each of mass m move toward each other with equal speeds but opposite directions. One block has velocity v to the right, and the other has velocity negative v to the left. The total momentum is labeled momentum one plus momentum two equals zero, and the internal kinetic energy is labeled kinetic energy internal equals mass times velocity squared. The system of interest includes both blocks, and the net force is labeled net force equals zero. In the right panel labeled after, the two blocks stick together and remain at rest with velocity equals zero. The total momentum is labeled momentum one prime plus momentum two prime equals zero, and the internal kinetic energy is labeled kinetic energy internal equals zero, showing that kinetic energy is lost while momentum is conserved."
69,images/page0167_img000.jpeg,Mechanics (Forces & Motion),"Two panels illustrate an interaction between two blocks connected by a spring on a frictionless surface. In the top panel labeled before, block one with mass m one moves to the right with velocity v one, and block two with mass m two moves to the left with velocity v two. A compressed spring is positioned between them. The system of interest includes both blocks and the spring, and the net force is labeled net force equals zero. The total momentum is shown as momentum one plus momentum two equals total momentum. In the bottom panel labeled after, the spring has expanded (uncoiled), pushing the blocks apart. Block one moves to the left with velocity v one prime, and block two moves to the right with velocity v two prime. The total momentum is labeled momentum one prime plus momentum two prime equals total momentum, showing momentum is conserved. The internal kinetic energy is labeled kinetic energy internal prime is greater than kinetic energy internal, indicating that energy stored in the spring has been converted into kinetic energy."
71,images/page0176_img000.jpeg,Mechanics (Forces & Motion),"Five subfigures labeled (a) through (e) show a block attached to a horizontal spring on a frictionless surface, along with corresponding free body diagrams. In (a), the block of mass m is stretched to the right at position x equals positive X with velocity equal to zero. A force is applied to the left, representing the spring force pulling the block back toward equilibrium. The free body diagram shows three forces: normal force upward, weight downward, and spring force to the left. In (b), the block passes through the equilibrium position x equals zero moving to the left with maximum speed, labeled negative v maximum. The net force is zero at this point, and the free body diagram shows only the normal force upward and weight downward. In (c), the block is compressed to the left at position x equals negative X with velocity equal to zero. The spring force acts to the right, pushing the block back toward equilibrium. The free body diagram shows normal force upward, weight downward, and spring force to the right. In (d), the block again passes through equilibrium x equals zero, now moving to the right with maximum speed, labeled positive v maximum. The net force is zero, and the free body diagram shows only normal force upward and weight downward. In (e), the block is stretched again to the right at position x equals positive X with velocity equal to zero. The spring force acts to the left, repeating the motion cycle."
72,images/page0178_img000.jpeg,Mechanics (Forces & Motion), "A multi-part illustration shows the motion of a mass attached to a vertical spring undergoing simple harmonic motion. At the top, several snapshots show the mass moving up and down between three positions: x equals positive X (maximum upward displacement), x equals zero (equilibrium), and x equals negative X (maximum downward displacement). Arrows indicate the direction of motion at different points. Below, three graphs show how motion changes over time. The first is position versus time, a sinusoidal curve oscillating between positive X and negative X, with amplitude labeled amplitude X and period labeled T. The second is velocity versus time, with values labeled positive v maximum and negative v maximum. The third is acceleration versus time, with values labeled positive a maximum and negative a maximum. At the bottom, the spring is shown at its unstrained length, at equilibrium, and at positions above and below equilibrium corresponding to x equals positive X, x equals zero, and x equals negative X."
73,images/page0178_img001.jpeg,Mechanics (Forces & Motion), "A mass labeled m hangs from a vertical spring and oscillates up and down between positions marked x equals positive X, x equals zero, and x equals negative X. The vertical motion of the mass is shown by an arrow indicating displacement. Attached to the mass is a pen that records its motion on a moving strip of paper. The paper moves horizontally to the right, labeled motion of paper, while the pen traces a sinusoidal curve. The horizontal axis is labeled time t, and one full cycle is marked as the period T. The resulting wave represents position as a function of time for the oscillating mass."
74,images/page0180_img000.jpeg,Mechanics (Forces & Motion),"Three side-by-side illustrations show a mass suspended from a string being driven up and down by a hand at different frequencies. In the left case labeled low f, the hand moves the string slowly up and down, and the mass oscillates with a small amplitude labeled two times X. The motion is limited, and the mass does not reach large displacements. In the middle case labeled f naught, the driving frequency matches the system’s natural frequency. The mass oscillates with the largest amplitude, shown as a much greater vertical distance labeled two times X, indicating resonance. In the right case labeled high f, the hand moves the string rapidly, and the mass again oscillates with a small amplitude labeled two times X, showing reduced motion at frequencies higher than the natural frequency."
75,images/page0181_img000.jpeg,Mechanics (Forces & Motion),"A black-and-white photograph shows a long suspension bridge with visible vertical cables and tall support towers. The bridge deck appears significantly distorted, bending and twisting instead of remaining straight. The roadway curves downward and then upward in a wave-like shape, indicating large oscillations. Trees and landscape are visible below the bridge. The image illustrates structural instability caused by oscillations, where resonance leads to large amplitude motion in the bridge."
76,images/page0181_img001.jpeg,Graphs,"A graph shows amplitude X on the vertical axis and driving frequency f on the horizontal axis. Three curves represent different levels of damping: small damping, medium damping, and heavy damping. All curves peak near the natural frequency labeled f naught. The curve for small damping has the highest and narrowest peak, indicating a large amplitude at resonance. The medium damping curve has a lower and wider peak. The heavy damping curve has the lowest and widest peak, showing reduced amplitude and less sharp resonance. The horizontal axis includes markers at f naught over two, f naught, and three f naught over two. The graph shows that increasing damping decreases the maximum amplitude and broadens the range of frequencies over which oscillations occur."
77,images/page0183_img000.jpeg,Waves/Fields,"A sinusoidal water wave is shown moving to the right with velocity v sub w. The horizontal distance between two repeating points on the wave is labeled wavelength lambda. The vertical distance from the equilibrium (dashed line) to a crest is labeled X, and to a trough is labeled negative X. The total vertical distance from crest to trough is labeled two times X. A duck floating on the surface moves up and down with the wave but does not travel horizontally with it, while a fish below the surface remains relatively unaffected by the wave motion."
79,images/page0185_img000.jpeg,Waves/Fields,"A guitar is connected to an amplifier and speaker, producing sound waves that travel through the air toward a person. The speaker emits curved wavefronts spreading outward. A close-up shows the guitar string vibrating up and down, indicated by vertical motion arrows. Another close-up shows air particles vibrating back and forth in the same direction as the wave travels, showing longitudinal motion. The person places a hand near the speaker to feel the vibrations, showing that sound waves involve oscillations of air particles rather than movement of the particles over long distances."
80,images/page0187_img000.jpeg,Waves/Fields,"Two sinusoidal waves labeled wave one and wave two are shown one above the other. Each wave has amplitude labeled X and negative X. At corresponding positions, one wave has a positive displacement X while the other has a negative displacement negative X. Below them, a third line labeled resultant is a straight horizontal line at zero. Vertical lines mark specific positions along the waves where the values are labeled zero."
81,images/page0187_img001.jpeg,Waves/Fields,"Two sinusoidal waves labeled wave one and wave two are shown one above the other. Both waves have amplitude labeled X and negative X, and their peaks and troughs align at the same horizontal positions. Below them, a third wave labeled resultant is shown. This wave has larger peaks and troughs with amplitude labeled two times X and negative two times X. Vertical lines mark specific positions along the waves where corresponding points line up."
82,images/page0188_img000.jpeg,Waves/Fields,"A sequence of five panels shows two sinusoidal waves labeled wave one and wave two, along with a third line labeled resultant, at different times. The panels are labeled t equals zero, t equals one quarter T, t equals one half T, t equals three quarters T, and t equals T. Arrows above the waves indicate motion along the horizontal direction. In each panel, the two waves shift relative to each other. The resultant below changes shape over time, alternating between large amplitude peaks and troughs, a flat line at zero, and intermediate waveforms depending on the alignment of the two waves."
83,images/page0188_img001.jpeg,Waves/Fields,"Three horizontal wave plots are shown. The top plot labeled wave one is a smooth sinusoidal wave with a large wavelength and amplitude. The middle plot labeled wave two is a sinusoidal wave with a much shorter wavelength and smaller amplitude. The bottom plot labeled resultant shows a combined waveform with varying amplitude. The shape includes regions of larger and smaller oscillations, reflecting the combination of the two waves."
84,images/page0189_img000.jpeg,Waves/Fields,"Three horizontal wave plots are shown over time. The top plot labeled wave one is a sinusoidal wave with frequency f one and wavelength lambda one. The middle plot labeled wave two is a sinusoidal wave with a slightly different frequency f two and wavelength lambda two. The bottom plot labeled resultant shows a wave whose amplitude varies over time. Sections are marked destructive where the amplitude is small and constructive where the amplitude is large. The horizontal axis is labeled time."
85,images/page0189_img001.jpeg,Waves/Fields,"Two side-by-side illustrations show standing wave patterns on a string fixed at both ends with length L. On the left, labeled first overtone, the string forms two loops between the fixed ends. Points labeled nodes appear where there is no motion. The wavelength is labeled lambda two equals L, and the frequency is shown as f two equals wave speed over L equals two times f one. On the right, labeled second overtone, the string forms three loops with additional nodes between the ends. The wavelength is labeled lambda three equals two over three times L, and the frequency is shown as f three equals three times wave speed over two times L equals three times f one."
86,images/page0189_img002.jpeg,Waves/Fields,"A string fixed at both ends with length L forms a standing wave in the fundamental mode. The string has one loop with maximum displacement at the center labeled antinode and zero displacement at both ends labeled nodes. The wavelength is labeled lambda one equals two times L, and the frequency is shown as f one equals wave speed over two times L. A dashed curve to the right shows the motion of the string over time as it oscillates."
87,images/page0193_img000.jpeg,Waves/Fields,"Sound waves are shown traveling through air toward a human ear as alternating regions labeled compression and rarefaction. The waves are drawn as concentric patterns moving inward. Inside the ear canal, the eardrum is labeled with area A. A force labeled F equals pressure times area acts on the eardrum, with arrows indicating motion back and forth as the pressure changes."
88,images/page0193_img001.jpeg,Waves/Fields,"A longitudinal sound wave is shown with alternating regions of higher and lower pressure on either side of a central object. Curved lines indicate compressions and rarefactions moving through the medium. At the center, a small element is shown oscillating back and forth horizontally with arrows indicating motion. Below, a sinusoidal graph represents pressure variation with position. The vertical axis is labeled gauge pressure (pressure relative to atmospheric pressure) and includes atmospheric pressure (the baseline pressure of the surrounding air) as a reference level. The horizontal axis is labeled position (distance along the direction of wave travel), showing the pressure oscillating above and below equilibrium."
89,images/page0195_img000.jpeg,Waves/Fields,"A tuning fork is shown at the center emitting circular sound waves outward on both sides. The waves are drawn as expanding arcs with alternating shaded regions representing compressions and rarefactions. Arrows on each side indicate wave propagation away from the tuning fork, labeled wave speed (v). A horizontal distance between two similar points on the wave is marked and labeled wavelength (lambda)."
90,images/page0197_img000.jpeg,Waves/Fields,"A speaker box is shown emitting sound waves from two openings. From the top opening, closely spaced circular wavefronts are drawn and labeled high frequency (f), small wavelength (lambda). From the bottom opening, widely spaced circular wavefronts are drawn and labeled small frequency (f), large wavelength (lambda)."
91,images/page0200_img000.jpeg,Waves/Fields,"A red car is shown moving to the right between two people labeled X on the left and Y on the right. Circular wavefronts are drawn around the car, with the wavefronts compressed in front of the car and spread out behind it. Numbered wavefronts from 1 to 5 are shown, with closer spacing toward the front of the car and wider spacing toward the back. Diagonal lines labeled 1 to 5 extend from the car toward the left, indicating the positions of earlier emitted waves."
92,images/page0200_img001.jpeg,Waves/Fields,"A red car is shown centered between two people labeled X on the left and Y on the right. Circular wavefronts are evenly spaced around the car, forming concentric circles that expand outward symmetrically in all directions."
93,images/page0201_img001.jpeg,Waves/Fields,"A red car is centered between two people labeled X on the left and Y on the right. Concentric circular wavefronts expand outward evenly from the car. Both people are shown in motion, with repeated outlines indicating movement away from the car on both sides."
95,images/page0202_img002.jpeg,Waves/Fields,"An airplane is shown moving to the right at the front of a V-shaped pattern formed by shaded regions extending behind it. The shaded regions form two angled boundaries that meet at the airplane, creating a cone-like shape. Three people are standing on the ground below the shaded area, with one person positioned inside the cone and another outside, marked with a question mark."
96,images/page0205_img000.jpeg,Waves/Fields,"A rectangular speaker box is shown with two circular openings on its front. From the top opening, several closely spaced circular wavefronts extend outward. From the bottom opening, fewer, more widely spaced circular wavefronts extend outward. Text near the top wavefronts reads high frequency, small wavelength, and text near the bottom wavefronts reads small frequency, large wavelength."
98,images/page0211_img000.jpeg,Mechanics (Forces & Motion),"A curved circular path is shown with an object moving along it. A vector labeled velocity (v) is drawn tangent to the path. Two acceleration vectors are shown at the same point: one labeled tangential acceleration (a sub t, where t is a subscript indicating tangential) pointing along the direction of motion, and another labeled centripetal acceleration (a sub c, where c is a subscript indicating centripetal) pointing inward toward the center of the circle. A line labeled radius (r) extends from the center of the circle to the object. Text below states that tangential acceleration affects magnitude of velocity and centripetal acceleration affects direction of velocity."
99,images/page0211_img001.jpeg,Mechanics (Forces & Motion),"A circular path is shown with an object moving along the edge. A vector labeled velocity (v) is drawn tangent to the path in the direction of motion. A vector labeled tangential acceleration (a sub t, where t is a subscript indicating tangential) is shown pointing along the direction of motion, and another vector labeled centripetal acceleration (a sub c, where c is a subscript indicating centripetal) is shown pointing inward toward the center of the circle. A line labeled radius (r) extends from the center of the circle to the object."
100,images/page0214_img000.jpeg,Mechanics (Forces & Motion),"A bicycle wheel is shown with a hand at the top pulling on the tire. An arrow labeled force (F) points tangentially along the rim where the hand is applying the pull. At the center of the wheel, an arrow labeled angular acceleration (alpha) indicates rotation about the axle. The spokes and circular rim of the bike tire are visible, along with part of the bicycle frame connected to the wheel."
101,images/page0216_img000.jpeg,Mechanics (Forces & Motion),"A collection of diagrams shows different objects with axes of rotation and their corresponding moments of inertia. For a hoop about its central axis, the moment of inertia is I equals mass times radius squared. For an annular cylinder or ring, the moment of inertia is I equals one half times mass times the sum of inner radius squared and outer radius squared. For a solid cylinder or disk about its central axis, the moment of inertia is I equals one half times mass times radius squared. For a solid cylinder or disk about a central diameter, the moment of inertia is I equals one quarter times mass times radius squared plus one twelfth times mass times length squared. For a thin rod about an axis through its center perpendicular to its length, the moment of inertia is I equals one twelfth times mass times length squared. For a thin rod about an axis through one end perpendicular to its length, the moment of inertia is I equals one third times mass times length squared. For a solid sphere about any diameter, the moment of inertia is I equals two fifths times mass times radius squared. For a thin spherical shell about any diameter, the moment of inertia is I equals two thirds times mass times radius squared. For a hoop about any diameter, the moment of inertia is I equals one half times mass times radius squared. For a rectangular slab about an axis through its center perpendicular to its surface, the moment of inertia is I equals mass times the sum of a squared and b squared divided by twelve."
103,images/page0220_img000.jpeg,Mechanics (Forces & Motion),"Three cylindrical objects labeled one, two, and three are shown at the top of an inclined plane at height h. Arrows indicate each object moving down the incline, with dashed outlines showing their positions further along the slope. The cylinders are oriented horizontally and move in parallel paths down the surface, with their positions shifting downward along the incline."
104,images/page0220_img001.jpeg,Mechanics (Forces & Motion),"Two related images are shown. In the top image labeled (a), a helicopter rotor is viewed from above with multiple blades extending outward from a central hub. The blades are shown in several faded positions indicating rotation, with curved arrows showing the direction of motion. One blade is highlighted, and a distance from the center to the tip is labeled 4.0 meters. In the bottom image labeled (b), a helicopter is flying above water with a person suspended below it by a cable, hanging beneath the aircraft."
105,images/page0225_img000.jpeg,Mechanics (Forces & Motion),"Two side-by-side images show a figure skater spinning on one foot. In the left image, the skater’s arms are extended outward horizontally, and curved arrows around the body indicate rotation with angular speed labeled omega. In the right image, the skater’s arms are pulled inward toward the chest, and curved arrows indicate a faster rotation with angular speed labeled omega prime. Circular motion lines are drawn around the skater’s body in both cases, with tighter loops in the second image. Text below each image shows angular momentum written as L equals I times omega in the first case and L equals I prime times omega prime in the second case."
106,images/page0228_img000.jpeg,Mechanics (Forces & Motion),"Two diagrams are shown illustrating torque and rotational motion. In the top diagram, a flat surface represents a plane formed by a position vector labeled r and a force labeled F, where r extends from a point to the location of the applied force and F is drawn at an angle, with a vector labeled torque (tau) pointing perpendicular to the plane according to the right-hand rule, accompanied by a hand illustration. In the bottom diagram, a merry-go-round rotates about a vertical axis with a rider positioned at a distance labeled r from the center, a force labeled F applied tangentially at the edge, and vectors labeled torque (tau), angular velocity (omega), and angular momentum (L) all pointing along the vertical axis."
107,images/page0229_img000.jpeg,Mechanics (Forces & Motion),"Two diagrams illustrate gyroscopic motion. In the left diagram, a spinning top is shown with a tilted axis, rotating about its own axis with angular velocity labeled omega while also tracing a circular path around a vertical axis with angular velocity labeled omega sub p, shown as a dashed circle. A vector labeled angular momentum (L) points along the tilted axis, and a vector labeled torque (tau) is shown at a right angle to it. Arrows labeled weight (w) point downward from different parts of the top. In the right diagram, vectors labeled L and L plus delta L are shown at slightly different angles, with a small vector labeled delta L between them, and a dashed circular path indicating precession."
108,images/page0229_img001.jpeg,Mechanics (Forces & Motion),"Two diagrams illustrate rotational motion and angular momentum. In the top diagram, a person is holding a spinning bicycle wheel by its axle, with arrows showing forces labeled force (F) applied at different points on the wheel and a vector labeled torque (tau) along the axle. The wheel is shown rotating with a curved arrow labeled direction of rotation, and vectors labeled angular momentum (L) and angular velocity (omega) are drawn along the axis. In the bottom diagram, vectors labeled L and L plus delta L are shown at slightly different angles, with a smaller vector labeled delta L, noted as parallel to torque (tau), and a curved arrow labeled omega sub p indicating precession about a vertical axis."
109,images/page0232_img000.jpeg,Mechanics (Forces & Motion),"Four panels labeled a, b, c, and d show a child on a rotating playground platform. In panel a, the child stands near the center holding the bars while the platform rotates, indicated by a curved arrow. In panel b, the child moves toward the edge of the platform while it continues rotating. In panel c, the child reaches outward and grabs a tree branch beside the platform while the platform is still rotating. In panel d, the child is shown leaving the platform, moving outward in the direction of motion while the platform continues to rotate."
110,images/page0233_img001.jpeg,Mechanics (Forces & Motion),"Two positions of a diver are shown during a dive. In the upper position, the diver is curled into a compact shape and labeled angular speed (omega) large. In the lower position, the diver is extended straight with arms above the head and labeled angular speed (omega prime) small, just before entering the water."
111,images/page0236_img000.jpeg,Other,"Three panels labeled a, b, and c show particles represented as small red spheres. In panel a, the particles are closely packed in a fixed arrangement with small vibrations shown by short lines around each particle, next to a solid object. In panel b, the particles are close together but arranged irregularly with arrows indicating random motion, next to a container of liquid. In panel c, the particles are far apart with longer arrows showing motion in different directions, next to a container labeled oxygen gas."
112,images/page0242_img000.jpeg,Mechanics (Forces & Motion),"Two side-by-side images labeled a and b show a person’s shoulder being pressed with the same force. In image a, a hand applies force over a large area on the shoulder, labeled force, large area, and small pressure. In image b, a syringe applies force over a small area on the shoulder, labeled force, small area, and large pressure."
113,images/page0244_img000.jpeg,Other,"A cylindrical container filled with liquid is shown, with the cross-sectional area labeled A at both the top and bottom surfaces. The height of the liquid column is labeled h, measured vertically from the bottom to the surface. Inside the liquid, a downward arrow labeled w equals m g represents the weight of the fluid. The volume of the liquid is indicated as volume equals A times h, meaning area multiplied by height."
114,images/page0245_img000.jpeg,Other,"Water is shown pressing against a slanted dam wall, with the length of the wall in contact with the water labeled L and the vertical depth of the water labeled h. A small boat floats on the water surface above. A horizontal force labeled F acts outward on the vertical face of the dam due to the water. The pressure is labeled as P equals rho g h, where rho is the fluid density, g is gravitational acceleration, and h is the depth, and the force is labeled as F equals P times A, meaning pressure multiplied by area."
115,images/page0246_img000.jpeg,Other,"Vertical columns of air are shown extending upward above a square area on the ground labeled one square meter, representing a column of atmosphere. The weight of this air column is labeled w equals 1.01 times 10 to the power of 5 newtons. A tree and a cloud are shown nearby to indicate the outdoor environment."
116,images/page0248_img000.jpeg,Other,"A cylindrical object is submerged in a fluid of density rho inside a container, with two horizontal surfaces of equal area A on the top and bottom of the object. The top surface is at depth h1 and experiences a downward force labeled F1 equals pressure P1 multiplied by area A, where P1 equals h1 multiplied by rho multiplied by g, so F1 equals h1 times rho times g times A. The bottom surface is at a greater depth h2 and experiences an upward force labeled F2 equals pressure P2 multiplied by area A, where P2 equals h2 multiplied by rho multiplied by g, so F2 equals h2 times rho times g times A. The net buoyant force is labeled FB equals F2 minus F1, showing that the upward force is greater because pressure increases with depth."
117,images/page0248_img001.jpeg,Other,"Three side-by-side images labeled a, b, and c show an anchor resting on the ocean floor with seaweed around it, a submarine moving through water at the surface, and a cluster of colorful balloons floating in the air."
118,images/page0249_img000.jpeg,Other,"Two side-by-side images labeled a and b show a cylindrical object and its corresponding free body diagrams. In image a, a solid cylinder is shown with a downward arrow labeled weight of the object and an upward arrow labeled buoyant force. In image b, a dashed outline of a cylinder is shown with a downward arrow labeled weight of the fluid and an upward arrow labeled buoyant force, alongside a free body diagram with upward and downward arrows."
119,images/page0251_img000.jpeg,Other,"A hydrometer floats vertically in a liquid, with a narrow stem extending upward above the surface and a weighted bulb submerged below. The stem has markings labeled from 0.65 to 1.00, and the liquid level intersects the scale near the 0.85 to 0.90 region."
120,images/page0252_img000.jpeg,Other,"Two side-by-side images labeled a and b show a mass hanging from a spring scale attached to a balance. In image a, the object hangs in air with a downward arrow labeled weight w and an upward arrow labeled tension T, with the relation T equals w. In image b, the object is submerged in a container of fluid, with a downward arrow labeled weight w and an upward arrow labeled buoyant force F sub b, and the tension is reduced, shown as T equals w minus F sub b equals apparent weight w sub app."
122,images/page0256_img000.jpeg,Other,"A horizontal pipe narrows from a wider section on the left to a narrower section on the right, with the cross-sectional area of the wide section labeled A with a subscript one and the narrow section labeled A with a subscript two. Fluid flows from left to right with arrows showing velocity v with a subscript one in the wider section and velocity v with a subscript two in the narrower section, where the subscripts one and two indicate the first and second sections of the pipe."
123,images/page0259_img000.jpeg,Other,"Airflow is shown moving around two vehicles, a large truck above and a smaller car below, with streamlines curving and becoming closer together between them. The airflow velocity is labeled v with a subscript one outside the gap and v with a subscript two between the vehicles. Pressure far from the vehicles is labeled P with a subscript zero, while the pressure between the vehicles is labeled P with a subscript i, where the subscripts zero and i distinguish the different pressure regions."
124,images/page0261_img000.jpeg,Other,"Four side-by-side images labeled a, b, c, and d show different fluid flow situations: in a, air flows through a pipe drawing natural gas upward; in b, a squeeze bulb forces air over a tube, spraying perfume from a container; in c, water flows downward while air is drawn into a side opening; in d, hot air rises through a chimney from a water heater while cooler air is drawn in from the sides."
125,images/page0262_img000.jpeg,Other,"Two side-by-side diagrams labeled a and b show airflow moving through a horizontal tube connected to a U-shaped manometer containing fluid. In both diagrams, the airflow enters from the left with velocity labeled v with a subscript two, while a point in the tube is labeled v with a subscript one equals zero. The manometer shows a difference in fluid height labeled h, and this height difference is related to pressure by the expression h equals one over two multiplied by rho multiplied by v with a subscript two squared, where rho is the fluid density and v with a subscript two squared means velocity squared."
126,images/page0262_img001.jpeg,Other,"Two side-by-side images labeled a and b show fluid flow around curved surfaces with streamlines bending over and under the shapes. In image a, an airfoil shape has pressure labeled P with a subscript t, where subscript t means top, on the upper surface and P with a subscript b, where subscript b means bottom, on the lower surface. In image b, airflow moves over a curved top surface of a boat-like shape, with pressure labeled P front at the front and P back at the rear, and streamlines curving around the object."
127,images/page0265_img000.jpeg,Other,"A cross-sectional view shows a levee beside a flooding river on the right, with sandbags stacked on the left side. A dashed line indicates the maximum water level the water can rise to, labeled “water rises to this level at most.” The levee is labeled, and arrows beneath the ground show water flowing underneath the levee from the river side toward the sandbag side."
128,images/page0272_img000.jpeg,Other,"Three horizontal temperature scales are shown for Fahrenheit, Celsius, and Kelvin, each aligned to compare values. On the Fahrenheit scale, absolute zero is labeled negative 459.67 degrees Fahrenheit, the freezing point of water is 32 degrees Fahrenheit, normal body temperature is 98.6 degrees Fahrenheit, and the boiling point of water is 212 degrees Fahrenheit, with a marked interval of 9 degrees Fahrenheit. On the Celsius scale, absolute zero is negative 273.15 degrees Celsius, freezing is 0 degrees Celsius, normal body temperature is 37 degrees Celsius, and boiling is 100 degrees Celsius, with a marked interval of 5 degrees Celsius. On the Kelvin scale, absolute zero is 0 kelvin, freezing is 273.15 kelvin, normal body temperature is 310.15 kelvin, and boiling is 373.15 kelvin, with a marked interval of 5 kelvin."
129,images/page0273_img000.jpeg,Other,"A vertical temperature scale labeled temperature T in kelvin shows values increasing from very small powers of ten at the bottom to very large powers of ten at the top. The scale includes labeled examples such as lowest temperature achieved near 10 to the power of negative 10 kelvin, Boomerang Nebula and liquid helium near 1 kelvin, liquid nitrogen and Vostok Antarctica near 10 squared kelvin, water freezes and water boils around 10 squared to 10 third kelvin, fireplace fire and solar surface near 10 third to 10 fourth kelvin, center of Earth around 10 fourth kelvin, solar corona near 10 sixth kelvin, solar interior and rapid hydrogen fusion between 10 seventh and 10 eighth kelvin, interior of a neutron star near 10 ninth kelvin, and experiments at the Relativistic Heavy Ion Collider near 10 twelfth kelvin."
130,images/page0274_img000.jpeg,Graphs,"A graph shows pressure P on the vertical axis and temperature T in degrees Celsius on the horizontal axis, with temperature values extending to negative 273.15 degrees Celsius on the left. Four straight lines labeled Gas 1, Gas 2, Gas 3, and Gas 4 slope upward from left to right, all converging toward the same point near negative 273.15 degrees Celsius, with Gas 1 having the steepest slope and Gas 4 the least steep."
131,images/page0280_img000.jpeg,Other,"Two stacked images labeled a and b show a hot container and a cold object placed near each other on a surface. In image a, the container is labeled temperature T with a subscript one and the object is labeled temperature T with a subscript two, with the notation T with a subscript one not equal to T with a subscript two. In image b, after contact, both the container and the object are labeled temperature T with a prime symbol, indicating they have reached the same final temperature."
132,images/page0281_img000.jpeg,Other,"A vertical apparatus shows a container of insulated water with rotating paddles inside connected by a shaft to a system of pulleys and falling masses labeled m on both sides, each mass having a downward arrow labeled w, with one side indicating a measured height of descent and the other showing a height labeled h, a thermometer is inserted into the water to measure temperature change, and the falling masses cause the paddles to spin inside the water."
133,images/page0283_img000.jpeg,Other,"A room is shown with a fire on the left, where heat transfer is illustrated by conduction along the floor, radiation from the fire toward the interior, and convection currents with hot air rising vertically above the fire and cooler air circulating back along the floor, while additional arrows near the window and door indicate cold air convection entering and moving through the room."
134,images/page0285_img000.jpeg,Other,"Three rows labeled a, b, and c each show heat labeled Q being added to a cylindrical object, in row a a cylinder labeled m experiences a temperature change labeled delta T and then with heat labeled Q prime equals two times Q the same mass m experiences a temperature change labeled two times delta T, in row b a cylinder labeled m with heat Q and temperature change delta T is compared to a cylinder labeled two times m with heat Q prime equals two times Q that still shows a temperature change delta T, and in row c a cylinder labeled m copper with heat Q and temperature change delta T is compared to a cylinder labeled m water with heat Q prime equals ten point eight times Q that results in the same temperature change delta T"
135,images/page0286_img000.jpeg,Mechanics (Forces & Motion),"A truck with a long trailer is shown tilted upward while driving up an inclined hill, with smoke coming from the exhaust, trees on both sides, and the wheels aligned along the sloped surface indicating motion uphill."
136,images/page0292_img000.jpeg,Other,"A multi-part diagram shows particles in different states, with the top left labeled solid showing particles arranged in a fixed grid connected by springs and vibrating within limited motion, the top right labeled liquid showing particles close together moving in curved paths, and arrows between them labeled melt with energy input and freeze with energy output, while the bottom left shows liquid particles moving randomly and the bottom right labeled gas shows particles spread far apart moving in straight and curved paths, with arrows between them labeled boil with energy input and condense with energy output."
137,images/page0294_img000.jpeg,Graphs,"A graph of temperature T in degrees Celsius versus heat added per mass delta Q divided by m in calories per gram shows a line starting at negative twenty degrees Celsius at zero on the horizontal axis labeled ice, rising to zero degrees Celsius at about fifty calories per gram, remaining flat at zero degrees Celsius from about fifty to one hundred calories per gram labeled ice plus water, then rising to one hundred degrees Celsius at about two hundred calories per gram labeled water, remaining flat at one hundred degrees Celsius from about two hundred to about seven hundred fifty calories per gram labeled water plus steam, and finally rising above one hundred degrees Celsius to about one hundred twenty degrees Celsius at about eight hundred calories per gram labeled steam."
139,images/page0298_img000.jpeg,Other,"Am an oval labeled system with the equation change in internal energy equals Q minus W inside, a wavy arrow labeled Q enters the system from the left, and a straight arrow labeled W leaves the system to the right, while to the side arrows indicate Q in minus Q out equals Q and W out minus W in equals W."
140,images/page0301_img000.jpeg,Other,"A circular system labeled heat engine shows heat labeled Q with subscript in entering from the top, heat labeled Q with subscript out leaving from the bottom, and work labeled W leaving to the right, with the equation change in internal energy equals zero and therefore W equals Q with subscript in minus Q with subscript out written inside the system."
